id,source_id,asassn_name,other_names,raj2000,dej2000,l,b,mean_vmag,amplitude,period,variable_type,class_probability,lksl_statistic,rfr_score,epoch_hjd,gdr2_id,phot_g_mean_mag,e_phot_g_mean_mag,phot_bp_mean_mag,e_phot_bp_mean_mag,phot_rp_mean_mag,e_phot_rp_mean_mag,bp_rp,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,vt,dist,allwise_id,j_mag,e_j_mag,h_mag,e_h_mag,k_mag,e_k_mag,w1_mag,e_w1_mag,w2_mag,e_w2_mag,w3_mag,e_w3_mag,w4_mag,e_w4_mag,j_k,w1_w2,w3_w4,apass_dr9_id,apass_vmag,e_apass_vmag,apass_bmag,e_apass_bmag,apass_gpmag,e_apass_gpmag,apass_rpmag,e_apass_rpmag,apass_ipmag,e_apass_ipmag,b_v,e_b_v,vector_x,vector_y,vector_z,reference,periodic,classified,asassn_discovery,created_at,updated_at,edr3_source_id,galex_id,FUVmag,e_FUVmag,NUVmag,e_NUVmag,tic_id,pm,ruwe
d52e1b4e-b547-58eb-80ed-dc08fbc2b044,360488,ASASSN-V J072322.15-270917.2,Gaia17bqv,110.84229,-27.15478,240.62762,-5.63175,15.82,0.89,,UG,,0.39,0.93,2457789.73809,5612956492727977984,20.361422,0.016315,20.661615,0.107482,19.874727,0.086223,0.786888,1.1098,0.5494,2.0201,-7.033,0.353,0.625,0.469,2.6619247484516,12572.7803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303,-0.316579811380934,0.831552809605677,-0.456395823669452,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:25:43 UTC,EDR3 5612956492727978240,,,,,,TIC 779571638,7.061,1.043
d1175661-6304-5cfe-ab56-9c334ef13389,112260,ASASSN-V J072351.31+635526.2,MASTER 072351.31+635526.2,110.96379,63.92394,152.36904,27.69213,16.46,1.06,0.1069396,UG,,0.42,0.76,2458003.13802,1089159352140183168,20.480329,0.015351,19.519976,0.399979,19.078253,0.346039,0.441723,1.0126,0.273,3.7096,-0.086,0.228,-4.923,0.243,21.6958555630939,1075.71606,J072350.67+635520.0,,,,,,,16.705,0.085,16.685,,12.87,,8.961,,,0.02,3.909,,,,,,,,,,,,,0.063,-0.157266238531976,0.410467731404231,0.898211317950218,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 18:16:29 UTC,EDR3 1089159352140671744,GALEX J072351.3+635526,20.8641,0.2925,21.1486,0.2664,TIC 743252136,4.924,1.082
1248c2da-c9cd-5263-a04e-d93c3a52a426,124747,ASASSN-V J072508.30+115522.2,MASTER OT J072508.30+115522.2,111.28458,11.92283,205.9518,12.81409,17.16,0.51,0.1557631,UG,,1.15,0.45,2457062.8907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.355169369222705,0.911687233495685,0.20659406440392,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2019-04-16 09:55:44 UTC,,,,,,,,,
d5693970-ac29-5728-afd0-8d4193448e6d,597264,ASASSN-V J072640.58+162649.7,ASASSN-17rd,111.66907,16.44715,201.88656,15.05989,17.33,1.36,,UGSU,,0.8,0.86,2457004.96968,3169459880449602048,18.157656,0.069739,17.823395,0.197467,17.610739,0.175333,0.212656,0.4596,0.1164,3.9466,-0.019,0.137,-3.343,0.106,7.22227696816324,2194.05542,J072640.85+162643.1,,,,,,,16.732,0.119,16.602,,12.434,,9.04,,,0.13,3.394,,,,,,,,,,,,,0.071,-0.354136100468617,0.891304982065577,0.283130802439373,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 18:10:15 UTC,EDR3 3169459880449601920,GALEX J072640.6+162648,20.5446,0.2265,19.8602,0.1054,TIC 762158422,3.343,1.079
bcc56b15-7eae-5105-9faa-e20dbfa664aa,99491,ASASSN-V J072752.20+404655.5,V0496 Aur,111.9675,40.78208,177.76981,23.86086,17.06,1.7,,UGSU,,0.73,0.87,2456992.0044,,,,,,,,,,,,,,,,,,J072752.09+404646.0,15.699,0.077,15.111,0.096,15.085,0.139,15.2,0.035,15.394,0.1,12.518,,8.465,,0.614,-0.194,4.053,,,,,,,,,,,,,0.058,-0.283253603690832,0.702223827388286,0.653183811988864,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2019-04-16 09:55:44 UTC,,,,,,,,,
2f931190-f450-5aa5-a4bb-9c70ef7334c9,426190,ASASSN-V J072914.71-212934.2,ASASSN-16ly,112.31129,-21.49283,236.25673,-1.78083,16.02,0.81,,UG,,0.81,0.82,2458351.91022,5620008927802148864,19.431714,0.005596,20.469454,0.061927,18.482416,0.022753,1.987038,1.0595,0.2976,3.5601,-2.883,0.256,-0.191,0.294,8.54703494839536,1602.35413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.775,-0.353239704042412,0.860804214785043,-0.366384791300534,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:37:04 UTC,EDR3 5620008927802148992,,,,,,TIC 781911618,2.889,1.005
dc31256f-eb28-590f-993f-bfb618a984fe,132455,ASASSN-V J072948.66+593824.4,MASTER OT J072948.66+593824.4,112.45275,59.64011,157.26983,27.9317,16.39,0.83,,UGSU,,0.96,0.78,2456771.73696,1085880432371109888,18.8455,0.014123,19.027407,0.046883,18.38991,0.048942,0.637497,2.3613,0.2691,8.7733,-1.603,0.222,-23.85,0.163,255.574797043637,443.330322,,,,,,,,,,,,,,,,,,,7292052,16.344,0.327,18.0,0.166,17.111,0.023,15.779,0.164,15.19,0.254,1.656,0.053,-0.193034474848578,0.467115628910107,0.862867707558841,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:22:25 UTC,EDR3 1085880432371109888,GALEX J072948.5+593824,20.846,0.2563,20.4305,0.1566,TIC 743183342,23.904,0.998
14a648b3-f7d9-52a1-a3fc-2678bead1304,399318,ASASSN-V J072952.47-100957.6,ASASSN-16ls,112.46863,-10.166,226.37666,3.76983,16.26,1.29,,UG,,0.62,0.85,2457306.10107,3035391308077048320,19.547976,0.015151,19.793661,0.069809,19.019775,0.05861,0.773886,0.59,0.2063,2.8599,0.032,0.251,-4.849,0.185,2.22996135557235,10307.2461,J072952.92-100951.1,16.505,0.159,15.848,0.182,15.05,0.178,14.165,0.026,14.185,0.043,11.476,0.207,8.524,,1.455,-0.02,2.952,,,,,,,,,,,,,0.378,-0.376177552841614,0.909581200443353,-0.176500675744098,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:32:05 UTC,EDR3 3035391308077048320,,,,,,TIC 750565138,4.849,1.032
85bc8689-d993-5905-8f25-b24d88de25d9,244860,ASASSN-V J073108.35+055848.3,SV CMi,112.78478,5.98008,212.08081,11.54122,14.96,2.81,,UGSS,,0.65,0.88,2457071.85857,3141492565246939136,15.105007,0.075551,15.278214,0.262141,14.65856,0.175893,0.619654,2.3738,0.0257,92.44,-13.283,0.03,-10.996,0.024,197.8922144697,413.031982,J073108.39+055848.2,14.42,0.032,13.949,0.031,13.788,0.054,13.033,0.024,12.891,0.027,12.347,0.462,8.693,,0.632,0.142,3.654,22463047,13.914,0.821,13.872,0.822,13.862,0.718,14.066,0.763,13.51,0.057,-0.042,0.056,-0.385163231182539,0.916948881914928,0.104182691940603,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:13:11 UTC,EDR3 3141492569543716096,,,,,,TIC 319162955,17.244,1.09
8c9c7906-9eb4-59e9-a215-49ddd03021e7,125864,ASASSN-V J073129.05+095627.5,BG CMi,112.87103,9.94096,208.47767,13.36282,12.68,0.05,,DQ,,0.98,0.8,2456989.99861,3161562367602419200,14.946876,0.011831,15.013423,0.034879,14.820349,0.034028,0.193074,1.1199,0.0334,33.5033,-13.616,0.034,3.347,0.029,76.8317388320431,865.021851,J073128.99+095623.4,14.55,0.035,14.282,0.042,14.139,0.07,13.971,0.027,13.782,0.039,12.463,0.503,8.868,,0.411,0.189,3.595,22802497,15.249,0.0,15.292,0.162,15.106,0.0,,,15.185,0.077,0.043,0.038,-0.382822879738276,0.907548559125251,0.17263329800063,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:32:05 UTC,EDR3 3161562367602419328,,,,,,TIC 234386436,14.021,1.2
1468baba-ab78-5c6a-8985-7f792a8b22dd,99222,ASASSN-V J073208.03+413007.9,SDSS J073208.11+413008.7,113.03344,41.5022,177.24582,24.82783,16.32,1.01,0.0705588,UGSU,,0.37,0.82,2456555.0693,,20.683487,0.026486,21.101437,0.261393,19.988678,0.146606,1.112759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,-0.293032679186023,0.689223047652704,0.662648805562479,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:28 UTC,EDR3 924670003146928640,GALEX J073208.0+413008,18.1238,0.0572,18.7195,0.033,TIC 741624376,,
e1d272df-9307-5a78-aa74-434b6203b7c8,244838,ASASSN-V J073208.11+064149.5,MASTER OT J073208.11+064149.5,113.03379,6.69708,211.53763,12.0822,17.52,0.87,,UGSU,,0.77,0.84,2457324.01113,,,,,,,,,,,,,,,,,,J073208.19+064153.8,,,,,,,15.478,0.042,15.394,0.101,12.318,,8.965,,,0.084,3.353,,,,,,,,,,,,,0.053,-0.388604104492373,0.913994856254953,0.116620121382065,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2019-04-16 09:55:44 UTC,,,,,,,,,
5de577e3-a28e-5ec1-b9cf-a963978ffb73,423392,ASASSN-V J073237.41-133100.6,V0667 Pup,113.15586,-13.51683,229.64599,2.75658,12.26,0.08,,DQ,,0.8,0.82,2458021.84809,3033336698805526528,19.215301,0.003901,19.512955,0.049043,18.303902,0.068297,1.209053,0.3316,0.3597,0.9218,-0.382,0.351,0.53,0.335,0.65644263774767,4717.43555,J073237.47-133102.3,,,,,,,12.577,0.03,12.374,0.034,11.15,0.188,8.636,,,0.203,2.514,19891254,,,,,13.227,0.04,11.842,0.031,11.196,0.038,,0.328,-0.382341641828395,0.89397130796886,-0.233730976664227,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:34:15 UTC,EDR3 3033336698805526784,,,,,,TIC 750058890,0.653,1.136
5debce76-a89d-55a2-bf39-7e4c860f3c5b,604957,ASASSN-V J073305.90+022602.7,ASASSN-18as,113.27458,2.43408,215.52836,10.37623,16.45,0.68,,UG,,0.9,0.84,2458132.83945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,-0.394781468176775,0.917792948979562,0.0424699327476426,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
06b1c054-e601-5840-afc3-c3ed2dd71c0c,455019,ASASSN-V J073325.48+373744.6,MASTER OT J073325.52+373744.9,113.35615,37.62905,181.41134,24.0045,17.67,2.25,,UGSU,,0.5,0.91,2457448.85913,898731050674920448,18.325283,0.003376,19.233114,0.043616,17.372377,0.013538,1.860737,0.7119,0.1552,4.5873,-6.993,0.189,-2.34,0.163,30.2111813097342,1156.96667,J073325.16+373746.2,16.294,0.101,15.652,0.124,15.337,0.16,15.174,0.038,15.049,0.079,12.481,,8.873,,0.957,0.125,3.608,,,,,,,,,,,,,0.054,-0.313976895725365,0.727083987811689,0.610546790687262,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 18:06:19 UTC,EDR3 898731050674920448,GALEX J073325.4+373746,,,22.63,0.4091,TIC 16046814,7.374,1.001
43120c5f-06e7-5cf2-ab37-3b8540fdacd4,588963,ASASSN-V J073346.26+261926.1,1RXS J073346.0+261933,113.44275,26.32391,192.99397,20.40859,17.34,0.82,,AM,,0.82,0.83,2458436.97809,871705840847650432,18.305397,0.029086,18.631971,0.123304,17.614073,0.07474,1.017899,0.8319,0.1684,4.9404,0.167,0.155,-2.238,0.128,3.67811333607842,2892.13843,J073346.28+261926.2,16.413,0.085,15.929,0.106,15.706,0.184,15.405,0.043,15.101,0.089,12.039,,8.86,,0.707,0.304,3.179,,,,,,,,,,,,,0.055,-0.356577886882259,0.82231898248795,0.443445263393989,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:31:14 UTC,EDR3 871705840847650432,GALEX J073346.2+261926,20.3044,0.1598,20.04,0.0862,TIC 94840820,2.244,1.025
5d4228da-657e-52a9-bd6e-e3f824f22bd2,126989,ASASSN-V J073835.90+095806.1,ASASSN-14jk,114.6496,9.96836,209.23487,14.95358,16.8,1.44,354.6990188,UG,,0.45,0.75,2457043.91204,,20.267803,0.018031,20.591936,0.143734,19.474634,0.258132,1.117302,0.3238,0.4068,0.7959,0.234,0.58,-4.656,0.495,3.56772005786651,6193.67383,,,,,,,,,,,,,,,,,,,22564698,15.933,0.174,15.873,0.028,,,,,16.166,0.0,-0.06,0.04,-0.410771481473412,0.895154559230775,0.173104318537972,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:28:31 UTC,EDR3 3149415375454827136,GALEX J073836.0+095804,19.6418,0.1162,19.5408,0.0874,TIC 760412445,4.662,1.211
f8166bc7-3cd1-5948-a8b9-0c9012b159af,128755,ASASSN-V J073859.27+132748.7,ASASSN-14ic,114.74696,13.46353,205.99027,16.52633,16.57,1.57,,UG,,0.91,0.86,2457453.86372,3164175696285586432,19.76599,0.02322,20.089891,0.147299,19.228899,0.079228,0.860992,0.7984,0.3796,2.1031,-2.898,0.454,6.134,0.436,3.95767505625554,8125.16309,J073859.22+132748.7,,,,,,,17.226,0.162,16.669,,12.579,,9.054,,,0.557,3.525,,,,,,,,,,,,,0.07,-0.407107402444106,0.883207472025017,0.232826382170045,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 18:06:58 UTC,EDR3 3164175696285586176,GALEX J073859.2+132749,18.3454,0.0569,18.4237,0.043,TIC 761855397,6.785,1.126
b6e2e8ab-6700-5de2-8d37-eac92fcd9c5a,430763,ASASSN-V J073951.35-154100.3,ASASSN-15cl,114.96396,-15.68342,232.39331,3.23409,15.85,2.44,,UGSU,,0.34,0.96,2457845.6301,3029013900116003328,18.908665,0.010649,19.406483,0.044869,18.19502,0.032681,1.211462,1.5033,0.1923,7.8156,-5.977,0.19,-16.55,0.194,118.012023383748,706.759277,J073951.34-154101.0,,,,,,,15.932,0.051,15.981,0.147,12.006,0.336,8.963,,,-0.049,3.043,,,,,,,,,,,,,0.426,-0.406335249639125,0.872821722647142,-0.270321855157859,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:01:42 UTC,EDR3 3029013900116003328,,,,,,TIC 748983823,17.596,1.078
d8dfac6d-e21c-5458-9553-866f957e95ab,258622,ASASSN-V J074108.46-300317.9,ASASSN-16my,115.28525,-30.05497,245.05236,-3.59,17.17,2.91,297.6858462,UGSU,,0.27,0.85,2458176.70195,5598537016208513024,18.631914,0.013233,18.91176,0.037896,18.084381,0.05573,0.827379,1.9566,0.1219,16.0504,-7.898,0.11,-0.736,0.131,74.0959874118141,507.432587,J074108.43-300318.0,,,,,,,15.513,0.038,15.954,0.132,12.752,,8.842,,,-0.441,3.91,,,,,,,,,,,,,0.536,-0.369696128473647,0.78261960211297,-0.500830641015637,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:53:34 UTC,EDR3 5598537016208512896,,,,,,TIC 775516540,7.932,1.066
ded6ea18-6e40-58a7-b36d-1922ef06b4bc,430781,ASASSN-V J074155.91-153603.9,ASASSN-15tq,115.48296,-15.60108,232.5675,3.70983,16.67,0.73,,UG,,1.1,0.77,2457362.05408,3028908007705614848,20.44395,0.023814,20.995811,0.124699,19.955093,0.108028,1.040718,0.6044,0.7079,0.8537,3.432,0.577,-13.022,0.582,6.87633018860605,9282.8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342,-0.414391429519431,0.869455064013144,-0.268937975754155,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:50:35 UTC,EDR3 3028908007705614848,,,,,,TIC 748957294,13.467,1.025
ffeeb141-3f9a-5627-a0d8-541fd9688d96,410853,ASASSN-V J074208.23-104932.4,[PK2008] J074208.23-104932.4,115.53429,-10.82567,228.41403,6.094,16.32,1.13,,CV,,0.45,0.92,2458383.86809,3040161784089380352,16.015116,0.012225,16.585028,0.051933,15.242938,0.029633,1.34209,1.9553,0.0439,44.5434,1.728,0.043,-1.547,0.032,21.5699840739209,509.667664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,-0.423379861281506,0.886268932107007,-0.187821386011174,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:05:49 UTC,EDR3 3040161784089380480,,,,,,TIC 62352865,2.319,0.994
afaedcc2-922f-578d-85ef-96775e43f639,385858,ASASSN-V J074319.71-374757.0,ASASSN-16dy,115.83213,-37.79917,252.05849,-6.98467,16.26,0.87,,UG,,1.0,0.79,2457757.68098,5586767637576558592,20.661754,0.01347,21.207394,0.189074,19.688177,0.078774,1.519217,0.4788,0.9887,0.4842,-6.319,1.414,3.005,2.085,5.91079073370696,5611.1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.651,-0.344302779356324,0.711206419247534,-0.612895607219216,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:34:56 UTC,EDR3 5586767637576558848,,,,,,TIC 772706625,6.997,1.126
8fe2a6e1-091e-5055-8fda-ab9fa81ce22f,601820,ASASSN-V J074359.44-512302.7,MASTER OT J074359.55-512302.2,115.99767,-51.38408,264.28585,-13.29885,17.39,1.09,,UG,,0.89,0.8,2458084.8615,,,,,,,,,,,,,,,,,,J074358.87-512306.6,,,,,,,15.725,0.04,15.381,0.065,12.46,,8.813,,,0.344,3.647,,,,,,,,,,,,,0.29,-0.27356318493188,0.56094554426991,-0.781347093303393,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2019-04-16 09:55:44 UTC,,,,,,,,,
b1dd3331-ad47-553b-bf67-434b6595bb5a,99018,ASASSN-V J074400.47+415503.6,CSS 111103:074400+415504,116.00196,41.91766,177.4028,27.07796,18.54,3.0,,UG,,0.75,0.88,2457467.77418,924188829370957824,20.635046,0.025141,20.543022,0.120148,20.455824,0.289087,0.087198,2.4437,1.1632,2.1009,-5.915,1.267,-18.841,1.241,155.122610906952,603.419189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,-0.326217333399197,0.668786585299214,0.668061939279387,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:54:15 UTC,EDR3 924188829370957824,,,,,,TIC 741613420,19.748,1.073
c4feaf5a-384d-5051-a9eb-ec57a7783281,273121,ASASSN-V J074457.43-525715.9,V0436 Car,116.2393,-52.95443,265.79484,-13.87905,14.39,2.0,,DQ,,0.65,0.87,2457486.56523,,,,,,,,,,,,,,,,,,J074457.94-525713.6,14.639,0.032,14.393,0.05,14.104,0.053,13.487,0.024,13.329,0.026,11.965,0.193,8.931,,0.535,0.158,3.034,42941443,13.713,0.262,13.784,0.273,13.43,0.0,13.579,0.0,13.846,0.239,0.071,0.229,-0.266355922641483,0.54037075676658,-0.79815660600243,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2019-04-16 09:55:44 UTC,,,,,,,,,
27b0b725-1312-5d18-9758-1521e7d232f7,606154,ASASSN-V J074518.69-420902.1,ASASSN-17rw,116.32788,-42.15058,256.08681,-8.7616,16.61,0.78,,UG,,0.8,0.83,2458124.7339,5535616496927299584,20.151948,0.019497,19.766428,0.149811,19.525934,0.193237,0.240494,0.9333,0.3344,2.7909,-3.844,0.334,1.65,0.622,22.892214722067,866.153992,J074518.61-420902.3,,,,,,,17.161,0.115,17.664,,12.284,0.298,8.632,,,-0.503,3.652,,,,,,,,,,,,,0.317,-0.328809135884643,0.664480514509488,-0.671081364661544,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:57:28 UTC,EDR3 5535616496927299072,,,,,,TIC 769454785,4.183,1.029
1d87f21f-a53a-5b0b-badb-1aa7ea2d8f6a,80167,ASASSN-V J074622.51-774716.7,ASASSN-16bi,116.59379,-77.78797,289.97005,-23.63878,16.26,1.15,613.9053769,UGWZ,,0.44,0.67,2457431.81649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193,-0.0946939851706841,0.189150721923893,-0.977371502330697,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
285d0f54-4a50-5a1a-bf15-f5c25a6354be,430657,ASASSN-V J074631.18-125708.6,UY Pup,116.62992,-12.95238,230.80641,5.98403,14.36,1.72,,UGZ,,0.35,0.97,2457041.007,3036572359661884928,14.788242,0.039808,15.021204,0.141308,14.295878,0.092141,0.725326,0.8186,0.0373,21.934,-6.841,0.029,7.509,0.024,40.6208428870504,1185.32202,J074631.23-125708.9,14.145,0.029,13.631,0.034,13.495,0.051,12.832,0.024,12.743,0.025,12.151,,9.106,,0.65,0.089,3.045,19975811,13.3,0.075,13.368,0.072,13.25,0.043,13.351,0.095,13.409,0.065,0.068,0.211,-0.436821604780389,0.871176003620735,-0.224141152652723,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 18:15:52 UTC,EDR3 3036572359661885056,,,,,,TIC 334245467,10.158,1.389
c700af32-fefa-55fe-a1a7-7da74ada2137,166999,ASASSN-V J074635.09-074633.6,TCP J07463511-0746335,116.64621,-7.776,226.2665,8.53692,17.11,3.85,,UGSU,,0.6,0.9,2457406.83502,3043389739770108928,18.411259,0.015385,18.524023,0.045555,17.954592,0.041685,0.569431,1.2697,0.1672,7.5929,5.157,0.151,-24.545,0.118,146.46012033686,811.71228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097,-0.444356139447409,0.88557404015472,-0.13530055705518,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:32:53 UTC,EDR3 3043389739770108800,,,,,,TIC 31939938,25.081,0.997
1352385a-baa2-53df-9452-1b0a28c2f5f1,104760,ASASSN-V J074640.62+173412.8,SDSS J074640.62+173412.8,116.66923,17.57023,202.83244,19.88773,16.45,0.92,,UGSU,,0.72,0.88,2456982.01677,668162873918693504,20.137114,0.022716,20.224232,0.133607,19.67163,0.110638,0.552601,2.0138,0.7356,2.7377,-4.154,0.715,-4.706,0.538,61.0630465224086,487.258972,J074640.62+173413.4,,,,,,,17.331,0.173,17.132,,12.338,,8.815,,,0.199,3.523,,,,,,,,,,,,,0.036,-0.427899756191882,0.851923431106878,0.30187458684363,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:32:39 UTC,EDR3 668162873918693504,GALEX J074640.6+173413,20.8111,0.1928,20.24,0.1177,TIC 740077809,6.277,1.012
e1fa2eaa-5c6b-573a-bd55-9ac3891b28ee,414359,ASASSN-V J074655.59-093429.8,NSV 3734,116.73164,-9.57495,227.89454,7.7332,13.69,0.26,,CV,,0.59,0.88,2457768.55131,3040914949554883584,13.575427,0.003743,13.636886,0.008394,13.429974,0.008699,0.206912,2.2763,0.021,108.1744,-3.854,0.018,-10.865,0.015,126.904974125644,430.590759,J074655.48-093430.6,13.475,0.024,13.291,0.025,13.187,0.03,13.073,0.026,12.879,0.027,12.306,0.376,8.952,,0.288,0.194,3.354,20063725,13.999,0.098,14.152,0.109,14.064,0.038,14.098,0.014,14.23,0.0,0.153,0.141,-0.443545869603722,0.880680900370276,-0.166337648415738,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:15:41 UTC,EDR3 3040914949554883328,,,,,,TIC 32008233,11.528,1.033
adfe4874-9bb1-5b29-b461-3ea5759d3b64,428422,ASASSN-V J074752.89-213404.8,ASASSN-17cc,116.97038,-21.568,238.4503,1.95785,15.06,0.58,,UG,,0.97,0.74,2457797.6568,5712152507639286784,18.342533,0.00377,19.024532,0.020894,17.552477,0.011675,1.472055,0.3758,0.1057,3.5546,-3.849,0.131,5.016,0.136,12.1543373302506,2465.70776,J074752.86-213404.5,16.179,0.086,15.633,0.1,15.23,0.16,15.553,0.046,15.994,0.143,12.805,,8.955,,0.949,-0.441,3.85,,,,,,,,,,,,,0.623,-0.421774540683858,0.828838130339403,-0.367605210145891,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:39:54 UTC,EDR3 5712152507639286528,,,,,,TIC 141170478,6.323,1.01
58452518-454d-5387-bd02-3fa3ea0faae8,245010,ASASSN-V J074805.47+061830.4,CSS 131214:074805+061830,117.02279,6.30844,213.711,15.45927,17.61,1.09,255.3312648,UG,,0.53,0.75,2457039.02754,,20.701912,0.041796,21.086882,0.210833,19.877626,0.129771,1.209255,,,,,,,,,,J074805.85+061829.1,16.329,0.115,15.678,0.158,15.366,0.194,15.732,0.054,15.597,0.126,12.255,,8.417,,0.963,0.135,3.838,,,,,,,,,,,,,0.031,-0.451593712977684,0.885431727706995,0.109880726102602,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:28:31 UTC,EDR3 3144650504376951296,GALEX J074805.5+061829,21.8836,0.371,21.8413,0.3512,TIC 760242852,,
fdc9beed-f96d-5120-9374-79cbc2056a18,588114,ASASSN-V J074819.95+245758.7,CSS 101115:074820+245759,117.08312,24.96631,195.60953,22.99848,16.05,0.38,,UG,,0.97,0.8,2457119.80652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,-0.412739250689833,0.807149508246517,0.422085278441928,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:26 UTC,,GALEX J074820.0+245759,,,22.1026,0.3356,,,
bafc9303-4f3f-5d56-93b6-ffa9735afb87,414459,ASASSN-V J074839.01-104934.6,ATLAS17amw,117.16254,-10.82628,229.20427,7.48754,16.93,0.81,,UG,,0.94,0.8,2458179.71195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,-0.448390886188964,0.873879174671578,-0.187831843035189,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2019-04-16 09:55:44 UTC,,,,,,,,,
