id,source_id,asassn_name,other_names,raj2000,dej2000,l,b,mean_vmag,amplitude,period,variable_type,class_probability,lksl_statistic,rfr_score,epoch_hjd,gdr2_id,phot_g_mean_mag,e_phot_g_mean_mag,phot_bp_mean_mag,e_phot_bp_mean_mag,phot_rp_mean_mag,e_phot_rp_mean_mag,bp_rp,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,vt,dist,allwise_id,j_mag,e_j_mag,h_mag,e_h_mag,k_mag,e_k_mag,w1_mag,e_w1_mag,w2_mag,e_w2_mag,w3_mag,e_w3_mag,w4_mag,e_w4_mag,j_k,w1_w2,w3_w4,apass_dr9_id,apass_vmag,e_apass_vmag,apass_bmag,e_apass_bmag,apass_gpmag,e_apass_gpmag,apass_rpmag,e_apass_rpmag,apass_ipmag,e_apass_ipmag,b_v,e_b_v,vector_x,vector_y,vector_z,reference,periodic,classified,asassn_discovery,created_at,updated_at,edr3_source_id,galex_id,FUVmag,e_FUVmag,NUVmag,e_NUVmag,tic_id,pm,ruwe
7f53c6ee-e47c-5ec8-8989-b06a30a670cc,618180,ASASSN-V J113033.11-492206.2,SSS 120323:113033-492206,172.63795,-49.36839,289.65715,11.4072,17.13,0.84,,UG,,0.78,0.86,2457901.6343,,18.4071,0.072151,18.333418,0.225438,18.115011,0.167876,0.218407,,,,,,,,,,J113032.67-492200.0,15.914,0.08,15.523,0.134,15.655,0.227,15.603,0.048,15.423,0.081,12.979,,9.517,,0.259,0.18,3.462,,,,,,,,,,,,,0.14,-0.645824736659643,0.0834430465749303,-0.758912160593568,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:26 UTC,EDR3 5373005053668374656,,,,,,TIC 939531181,,
d643e3f5-c76d-5486-9b8c-542209014afb,98187,ASASSN-V J113122.50+432237.5,MR UMa,172.84374,43.37708,162.61637,67.07017,15.68,2.92,,UGSU,,0.4,0.94,2458135.0998,772038105376131456,17.919415,0.007584,18.054127,0.026004,17.496218,0.03683,0.557909,3.0367,0.107,28.3805,-12.776,0.082,11.699,0.09,249.399897217694,329.237915,J113122.53+432233.6,13.399,0.026,12.755,0.022,12.622,0.026,12.517,0.023,12.515,0.023,12.183,0.26,8.814,,0.777,0.002,3.369,,,,,,,,,,,,,0.022,-0.721187377939048,0.0905478610840922,0.686796804560487,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:28:59 UTC,EDR3 772038105376131456,GALEX J113122.3+432238,18.0601,0.0741,17.6479,0.0411,TIC 56939808,17.323,1.062
d4044bf1-f01f-524b-8213-253281d963dc,618088,ASASSN-V J113418.82-513312.3,MASTER OT J113418.80-513313.5,173.57842,-51.55342,290.91645,9.51006,16.45,0.84,,UG,,0.68,0.87,2457765.69806,5345753486181209088,20.255844,0.019897,20.46486,0.18469,19.420717,0.087575,1.044144,0.9761,0.2764,3.5319,-6.591,0.288,0.624,0.169,3.86739312173149,8114.26172,J113418.80-513311.8,,,,,,,17.032,0.089,17.033,0.31,13.075,,9.353,,,-0.001,3.722,,,,,,,,,,,,,0.196,-0.61788353636607,0.0695424021578505,-0.78318822117667,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 18:15:41 UTC,EDR3 5345753486181209216,GALEX J113418.7-513312,17.9814,0.0745,17.8749,0.0475,TIC 932325267,6.62,0.967
7a7b79d9-f9b2-5835-90a0-0ce152358fad,174487,ASASSN-V J113431.57-334653.1,ASASSN-14bc,173.63154,-33.78142,285.13502,26.4184,16.79,2.99,202.5795632,UG,,0.33,0.85,2458171.77846,3477193638669865984,19.918972,0.008209,20.0861,0.072261,19.63257,0.058646,0.453529,2.1411,0.2846,7.5227,-11.537,0.217,-1.817,0.158,114.893526690871,481.83252,J113431.49-334653.4,,,,,,,17.341,0.141,17.069,0.416,12.08,,8.989,,,0.272,3.091,,,,,,,,,,,,,0.051,-0.826035811977166,0.0921943556356773,-0.556026112804198,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:39:54 UTC,EDR3 3477193638669865984,GALEX J113431.5-334653,19.9945,0.199,19.6782,0.1269,TIC 901075359,11.679,0.959
3d17e46e-405c-5ec6-adef-e85cd6f4d787,418210,ASASSN-V J113447.17-114530.4,TT Crt,173.69656,-11.75845,274.87849,46.8955,15.69,2.9,,UG,,0.53,0.92,2457787.08092,3586245912034740736,15.475813,0.017291,15.888176,0.076836,14.797832,0.037708,1.090344,1.8271,0.0438,41.7184,-27.921,0.049,17.185,0.031,285.02839838547,545.224731,J113447.15-114530.1,13.874,0.032,13.394,0.023,13.186,0.03,12.818,0.023,12.721,0.026,12.037,0.336,8.975,,0.688,0.097,3.062,26468978,16.006,0.033,16.547,0.073,,,,,,,0.541,0.028,-0.973096659028684,0.107490007875906,-0.203786138866337,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:03:11 UTC,EDR3 3586245912034740736,GALEX J113447.2-114530,17.8375,0.0475,17.7417,0.0241,TIC 185221943,32.786,1.461
5bffa58d-eced-5006-950b-3718eb8b74ee,179217,ASASSN-V J113519.70-403420.7,SSS 130312:113520-403422,173.83209,-40.57241,287.64916,20.02985,16.27,1.17,0.9981125,UG,,0.38,0.82,2457404.70204,,19.581274,0.014132,19.633102,0.199045,19.14212,0.039982,0.490982,1.2523,0.0654,19.1613,-20.11,0.144,2.031,0.137,122.070274720724,784.845459,J113519.74-403423.1,,,,,,,16.372,0.063,17.299,0.385,12.782,,8.932,,,-0.927,3.85,,,,,,,,,,,,,0.13,-0.755187580300471,0.0816116966675064,-0.650408525103239,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:27 UTC,EDR3 5384350536198251392,,,,,,TIC 940976171,20.212,1.043
dd2f5456-c4c9-5528-b972-e6c00d36b868,583022,ASASSN-V J113739.09-442930.9,MASTER OT J113739.04-442929.9,174.41288,-44.49192,289.32161,16.42109,15.75,0.3,,UG,,1.0,0.77,2457818.75435,,20.618536,0.082501,18.269978,0.390502,18.36176,0.422184,-0.091782,,,,,,,,,,J113738.35-442926.6,,,,,,,16.742,0.08,17.53,,12.235,,8.972,,,-0.788,3.263,,,,,,,,,,,,,0.08,-0.709960385729243,0.0694510956717785,-0.700808672895231,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:26 UTC,EDR3 5378837997215315456,GALEX J113739.1-442933,,,21.6591,0.3954,,,
dbc668fd-1463-542b-9531-ab0f6aaa2607,662444,ASASSN-V J113757.83-353356.0,ASASSN-18ek,174.49096,-35.56556,286.50869,24.95202,15.86,0.58,,UG,,0.76,0.85,2457466.66226,,,,,,,,,,,,,,,,,,J113758.15-353404.6,14.195,0.027,13.809,0.031,13.703,0.045,13.717,0.025,13.721,0.034,12.437,,9.137,,0.492,-0.004,3.3,25946361,15.654,0.07,16.536,0.079,16.067,0.047,15.458,0.049,15.168,0.07,0.882,0.095,-0.809693247051243,0.0780935301000162,-0.581634117152813,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
64eb06aa-e221-5187-962b-e5bd04045273,126574,ASASSN-V J113826.63+032206.2,QZ Vir,174.61097,3.36838,263.49114,60.52372,15.75,4.62,433.6660718,UGSU,,0.33,0.88,2457459.97572,3800596876396315648,15.940135,0.014651,16.058407,0.039255,15.658118,0.051787,0.400289,7.922,0.0456,173.6607,-92.233,0.067,-65.635,0.046,4277.43572522282,125.444641,J113826.75+032206.4,14.771,0.043,14.335,0.058,13.826,0.053,13.53,0.025,13.166,0.03,11.81,,8.673,,0.945,0.364,3.137,27180546,16.098,0.375,16.066,0.262,15.983,0.194,15.844,0.326,15.73,0.335,-0.032,0.021,-0.993860006109341,0.0937554469940836,0.0587554628547913,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 18:08:44 UTC,EDR3 3800596876396315648,GALEX J113826.7+032207,15.0557,0.0207,14.6626,0.0105,TIC 396998901,113.203,0.956
a3f199c5-8597-5e41-86c4-b528145326ca,367909,ASASSN-V J114122.82-641014.7,V1033 Cen,175.3451,-64.17076,295.3914,-2.32949,14.82,0.37,274.5545656,AM,,0.64,0.69,2457862.77739,5332776117932015616,17.9436,0.006146,18.828438,0.017918,16.9032,0.019216,1.925238,3.7482,0.0775,48.3788,-27.938,0.075,-1.059,0.076,499.759973990356,265.169739,J114122.51-641016.1,14.458,0.06,14.008,0.064,13.75,0.078,12.646,0.025,12.637,0.026,12.672,,9.369,,0.708,0.009,3.303,,,,,,,,,,,,,1.788,-0.434253413927158,0.0353580215426716,-0.900096540825037,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:44:07 UTC,EDR3 5332776117932015104,,,,,,TIC 321662206,27.958,1.182
29893ae4-2c50-59e6-a6a7-667da0d03f02,261221,ASASSN-V J114252.52-492003.6,ASASSN-16df,175.71883,-49.33433,291.60777,12.02398,15.76,0.39,,UG,,0.97,0.75,2457941.55475,5370238059640413184,17.76471,0.003781,18.366203,0.013344,17.011112,0.009463,1.355091,0.3854,0.0965,3.9949,-3.483,0.085,2.544,0.091,10.4277765486062,1960.56274,J114253.26-492006.7,14.13,0.029,13.68,0.032,13.621,0.037,13.563,0.025,13.584,0.031,12.427,,8.94,,0.509,-0.021,3.487,41496415,15.668,0.036,16.643,0.062,16.184,0.006,15.329,0.055,15.15,0.053,0.974,0.127,-0.649825765688698,0.0486458803536194,-0.758524918886465,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:37:31 UTC,EDR3 5370238059640412928,GALEX J114252.5-492002,,,21.4427,0.3941,TIC 93629556,4.313,1.058
07f76e88-412b-5c86-bd5a-996eb32ff413,249775,ASASSN-V J114521.25-042606.5,TW Vir,176.33854,-4.43513,273.6056,54.62983,16.05,4.82,,UGSS,,0.58,0.89,2457863.75063,3599772726850899968,16.607124,0.019854,17.129297,0.079301,15.812755,0.071894,1.316543,2.4629,0.0771,31.9276,12.642,0.091,-24.174,0.054,322.956668783974,400.386688,J114521.17-042605.9,13.35,0.024,13.08,0.027,12.939,0.033,13.374,0.025,13.153,0.029,11.985,,8.847,,0.411,0.221,3.138,26505774,17.019,0.504,17.376,0.602,17.391,0.515,16.841,0.448,,,0.358,0.018,-0.994970438241905,0.0636698156131183,-0.0773303407758091,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:16:03 UTC,EDR3 3599772726850899712,GALEX J114521.3-042604,16.6546,0.0402,14.3852,0.0059,TIC 82051953,27.28,3.731
e9fab14f-938b-5577-a0ae-e4816ff4ab6c,279590,ASASSN-V J114825.25-705709.2,ASASSN-17dc,177.10521,-70.95256,297.78887,-8.71273,16.19,1.1,,UG,,0.68,0.87,2457805.82938,5233413325160298496,19.122095,0.003695,20.003096,0.042391,18.23174,0.016199,1.771355,0.6702,0.2249,2.9796,-14.881,0.276,4.046,0.236,35.7962528701677,2042.0188,J114825.36-705710.2,,,,,,,15.826,0.048,16.151,0.198,13.398,,9.671,,,-0.325,3.727,,,,,,,,,,,,,0.31,-0.325934478280763,0.0164814147052756,-0.945248686239319,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 18:02:08 UTC,EDR3 5233413325160297984,,,,,,TIC 906373378,15.421,1.036
3a60f72c-7610-52a5-b475-5e980df51657,102667,ASASSN-V J114955.71+284507.4,EU UMa,177.48213,28.75206,202.53666,76.32814,16.21,0.5,,AM,,1.05,0.78,2457380.02303,4019704731785215488,18.88282,0.017884,18.973312,0.079082,18.68269,0.063389,0.290623,3.4818,0.1793,19.4199,-17.043,0.242,-7.677,0.2,307.563713857787,288.074493,J114956.24+284512.0,,,,,,,16.949,0.116,16.451,0.248,12.087,,8.357,,,0.498,3.73,,,,,,,,,,,,,0.024,-0.875863058866519,0.0385147047137561,0.481020290251666,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:29:57 UTC,EDR3 4019704731785215360,GALEX J114955.6+284507,17.3193,0.0521,17.3107,0.0326,TIC 138848507,18.692,0.965
3aa5c8ac-4da5-5fc6-8390-b764a19b1253,583146,ASASSN-V J115158.31-472158.9,MASTER OT J115158.31-472158.9,177.99296,-47.36636,292.60065,14.30899,15.5,0.4,,UG,,0.97,0.61,2457792.75666,,18.451296,0.02906,18.453472,0.09363,18.306692,0.10172,0.14678,,,,,,,,,9725.72266,J115157.47-472158.5,13.746,0.026,13.127,0.03,13.034,0.032,13.023,0.025,13.053,0.028,12.456,,8.804,,0.712,-0.03,3.652,41521674,15.464,0.052,16.539,0.114,16.047,0.087,15.206,0.028,14.835,0.01,1.074,0.093,-0.676892529503056,0.023720880357781,-0.735699546919805,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:28:32 UTC,EDR3 5371583350772378880,,,,,,TIC 939254668,,
bfcb2914-6247-51a0-961d-240e628fbef4,281723,ASASSN-V J115429.10-700912.5,MASTER OT J115429.22-700913.3,178.62125,-70.15347,298.09699,-7.81818,14.56,0.23,,UG,,0.75,0.83,2458183.73223,5233803853635661824,18.73895,0.042729,19.010895,0.130166,17.75059,0.109078,1.260305,1.0193,0.1,10.1908,-18.733,0.1,-2.957,0.128,89.2622534079414,1007.07562,J115430.18-700920.7,14.499,0.039,14.148,0.044,13.991,0.065,13.975,0.025,14.311,0.046,13.451,,9.695,,0.508,-0.336,3.756,,,,,,,,,,,,,0.233,-0.339403607589624,0.00816889260543562,-0.940605369083523,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:32:24 UTC,EDR3 5233803853635662336,,,,,,TIC 906580869,18.965,0.961
3fc4234c-de57-561a-8302-f48c797b5fb4,281752,ASASSN-V J115526.54-564151.0,V1040 Cen,178.8606,-56.69749,295.26595,5.33851,14.14,2.08,,UGSU,,0.78,0.88,2457882.63043,5343601913741260800,14.008995,0.0163,14.157029,0.050131,13.674116,0.045185,0.482913,7.8047,0.0153,510.9606,-122.136,0.014,45.611,0.016,4846.87343584346,127.499954,J115526.55-564151.4,13.518,0.034,13.257,0.036,12.939,0.033,12.441,0.023,12.245,0.023,12.887,0.422,9.67,,0.579,0.196,3.217,40736937,14.171,0.312,14.315,0.281,14.252,0.246,14.067,0.238,14.056,0.289,0.144,0.42,-0.548950869228606,0.010918030781644,-0.835783309104106,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 18:08:44 UTC,EDR3 5343601913741261312,,,,,,TIC 375838652,130.374,1.003
c8952ddd-d23a-52ea-8e90-92c2219ec591,71241,ASASSN-V J115715.95-442634.4,ASASSN-15ct,179.31646,-44.44289,292.84319,17.36507,17.18,1.23,0.3482539,UG,,0.74,0.57,2457389.83464,5379575833936014336,19.198572,0.008369,19.438856,0.028719,18.774715,0.036984,0.664141,1.3243,0.2717,4.8747,1.363,0.215,0.006,0.2,5.78560009082323,1116.68323,J115715.33-442627.7,,,,,,,16.528,0.07,16.139,0.156,13.037,,9.382,,,0.389,3.655,,,,,,,,,,,,,0.192,-0.713897925374297,0.00851722315204246,-0.700197978471842,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:44:24 UTC,EDR3 5379575833936014080,GALEX J115715.9-442635,20.7795,0.351,19.9557,0.1622,TIC 940554035,1.363,1.013
ade58d57-dd0e-5ba0-831b-32b544d3696d,191807,ASASSN-V J115729.67-343749.9,6dFGS g1157297-343750,179.37363,-34.63053,290.50234,26.93587,17.36,1.27,,CV,,0.96,0.79,2458119.75895,3465814891615579136,17.52877,0.015229,17.60489,0.044438,17.250217,0.044797,0.354673,0.9461,0.0842,11.2343,-21.76,0.092,10.136,0.07,110.476227220054,1029.93481,J115729.61-343749.8,16.397,0.106,16.216,0.157,15.442,0.192,14.364,0.028,14.155,0.041,12.406,,9.257,,0.955,0.209,3.149,,,,,,,,,,,,,0.081,-0.82278450737054,0.00899521864181454,-0.568282271826777,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 18:13:48 UTC,EDR3 3465814891615579136,GALEX J115729.6-343750,18.1896,0.0673,17.9073,0.034,TIC 142113230,24.005,0.974
8ff685ad-cb12-5f23-a4db-067cbf00c5e0,267441,ASASSN-V J120249.63-542247.1,Gaia16cds,180.70679,-54.37975,295.82286,7.81965,17.12,1.2,,UG,,0.81,0.87,2457749.77855,,,,,,,,,,,,,,,,,,J120248.77-542248.9,16.055,0.106,15.451,0.135,15.284,0.203,14.958,0.031,15.083,0.068,12.666,,9.505,,0.771,-0.125,3.161,,,,,,,,,,,,,0.226,-0.582365994535949,-0.00718432220686527,-0.812894971027982,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
fe3a53fd-9ded-53f6-ae4b-13d4e8afd061,71240,ASASSN-V J120251.56-454116.7,MASTER OT J120251.56-454116.7,180.71483,-45.68797,294.12188,16.35114,15.99,0.92,,UGSU,,0.95,0.83,2458218.47975,6144122313760068608,19.101912,0.018428,19.221176,0.055333,18.664204,0.063742,0.556973,2.3335,0.2077,11.234,-23.44,0.217,2.601,0.147,273.27567551682,409.065063,,,,,,,,,,,,,,,,,,,55466691,16.017,0.034,16.681,0.096,16.32,0.04,15.816,0.156,15.609,0.0,0.664,0.103,-0.698511172552853,-0.00871517333763138,-0.71554607648462,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:12:55 UTC,EDR3 6144122313760068608,GALEX J120251.5-454116,20.095,0.1893,20.5666,0.1961,TIC 997530602,23.584,0.99
34897410-c83b-5b3f-a10c-bd84d83e7edb,140887,ASASSN-V J120343.44+052917.9,ASASSN-14aq,180.931,5.48831,273.11293,65.55926,15.65,1.12,0.578447,UG,,0.17,0.91,2457425.07025,3895011493197248000,15.714365,0.012897,15.955651,0.038785,15.2967,0.035789,0.658952,0.0254,0.0373,0.6815,-0.326,0.046,-5.557,0.025,3.03235580967218,8701.30957,J120343.31+052917.9,14.598,0.038,14.501,0.048,14.496,0.085,14.58,0.029,14.703,0.063,12.291,,8.98,,0.102,-0.123,3.311,27508847,16.032,0.0,16.461,0.068,15.928,0.0,15.71,0.0,15.843,0.0,0.429,0.018,-0.995284325795784,-0.0161738137587011,0.0956426608461449,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:19:24 UTC,EDR3 3895011493197247872,,,,,,TIC 376813461,5.567,1.016
de913518-d005-541f-99f8-7d169e281f44,80391,ASASSN-V J120631.61-370228.4,SSS 130510:120632-370229,181.6317,-37.04123,293.06036,24.96815,17.43,1.8,,UG,,0.81,0.86,2457088.75863,3461393411764260864,19.633643,0.021256,20.035599,0.108551,18.77826,0.068209,1.25734,0.7246,0.3703,1.9571,-7.128,0.363,-4.486,0.185,9.63689362812883,4142.51562,J120631.59-370228.8,,,,,,,16.025,0.05,15.826,0.129,12.42,,9.097,,,0.199,3.323,,,,,,,,,,,,,0.071,-0.797878577724596,-0.0227285597450376,-0.602389564800132,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 18:02:45 UTC,EDR3 3461393416057984768,,,,,,TIC 950976038,8.422,1.027
aeaf5115-01db-5291-a2eb-539f8811a730,401315,ASASSN-V J121119.13-083957.1,CSS 110205:121119-083957,182.82972,-8.66585,286.34407,52.90894,17.27,1.94,1.0690419,UG,,0.36,0.81,2456782.76505,3582182533671674880,18.003563,0.019151,18.190168,0.057297,17.576172,0.06308,0.613997,1.171,0.0887,13.2045,0.448,0.076,-1.187,0.071,7.12419181965928,844.134338,J121119.14-083957.2,,,,,,,16.204,0.079,15.614,0.178,12.453,,8.899,,,0.59,3.554,,,,,,,,,,,,,0.035,-0.987378451317892,-0.0488042657858187,-0.150671621462667,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 16:45:08 UTC,EDR3 3582182533671675136,GALEX J121119.2-083957,18.7443,0.1043,18.4869,0.0607,TIC 952661466,1.269,1.027
79208fb5-bdd3-534f-a16a-05cf86ce6c6f,183701,ASASSN-V J121147.94-352159.3,SSS 120204:121148-352159,182.94975,-35.36648,293.88529,26.80799,15.26,0.58,,UG,,0.73,0.84,2457804.79546,3462715952453213184,18.184671,0.018373,18.376469,0.061436,17.753752,0.056424,0.622717,1.7453,0.1265,13.793,-3.945,0.128,-0.921,0.07,33.7829109428664,568.397705,J121147.94-352159.1,,,,,,,16.257,0.061,16.245,0.19,12.585,,9.252,,,0.012,3.333,,,,,,,,,,,,,0.084,-0.814386103833028,-0.0419639988278577,-0.578804195463403,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:06:38 UTC,EDR3 3462715952453213440,,,,,,TIC 951049406,4.051,1.033
4351c0ea-d33c-587c-91d6-ce190205a3d3,599326,ASASSN-V J121209.31+013627.8,V0379 Vir,183.03879,1.60772,281.03323,62.79726,17.77,0.92,,AM,,1.03,0.77,2457505.91315,3699606286708406784,17.983658,0.003237,18.02614,0.015826,17.930996,0.018244,0.095144,6.4743,0.1294,50.024,-23.989,0.185,-61.484,0.111,2027.80394242171,154.27092,J121209.28+013627.0,,,,,,,14.753,0.033,13.827,0.041,11.837,,8.763,,,0.926,3.074,,,,,,,,,,,,,0.026,-0.998200771115295,-0.0529911610780504,0.0280563253550882,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 18:02:58 UTC,EDR3 3699606286708406912,,,,,,TIC 953321496,65.998,0.997
9394f97a-08c3-5f41-bad6-9cdd52e94532,71039,ASASSN-V J121253.88-442815.6,MU Cen,183.22449,-44.47101,295.7232,17.86062,14.52,2.46,,UGSS,,0.16,0.98,2457781.74977,6144624550055863296,14.544234,0.0139,14.973331,0.056199,13.887179,0.03026,1.086152,1.9464,0.0273,71.2377,-17.341,0.021,2.89,0.02,165.668076993788,502.993744,J121253.85-442815.9,13.029,0.024,12.522,0.025,12.285,0.026,12.243,0.023,12.18,0.022,12.071,0.228,9.037,,0.744,0.063,3.034,55473102,14.059,0.718,14.534,0.925,14.219,0.738,13.868,0.5,13.718,0.425,0.475,0.117,-0.712475227502617,-0.0401390426865179,-0.700548290589096,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:05:37 UTC,EDR3 6144624550055863296,GALEX J121253.8-442814,17.0497,0.0588,15.4568,0.0082,TIC 22139314,17.58,1.709
20b953bf-6bf7-594a-b187-b47f8f0008bd,341683,ASASSN-V J121314.91-645230.0,1ES 1210-646,183.31214,-64.875,298.8903,-2.30336,13.83,0.84,224.1368118,CV,,0.7,0.65,2457853.77999,6053076566300434432,13.976889,0.007161,14.39801,0.024328,13.351908,0.020086,1.046103,0.2645,0.0177,14.9687,-5.953,0.016,0.45,0.021,8.57759676353608,3299.0271,J121314.78-645230.4,12.408,0.023,12.101,0.025,12.047,0.025,11.568,0.027,11.457,0.024,11.196,0.124,9.068,,0.361,0.111,2.128,,,,,,,,,,,,,1.194,-0.423885267491146,-0.024531184514152,-0.905383620897955,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:23:00 UTC,EDR3 6053076566300433920,,,,,,TIC 382408105,5.97,1.31
5d2f5183-1476-5908-8e46-9c85b8602f4b,132374,ASASSN-V J121618.58+145309.2,MASTER OT J121618.59+145308.9,184.07742,14.88589,267.43455,75.2792,15.11,0.37,,UG,,0.93,0.81,2457328.14577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,-0.963993201251105,-0.0687180453898622,0.256894799829509,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2019-04-16 09:55:43 UTC,,,,,,,,,
8afc403c-222f-5fa8-8fbb-6e6004596085,588612,ASASSN-V J121652.55-400235.4,SSS 110313:121653-400235,184.21894,-40.04317,295.78845,22.3487,16.66,0.98,,UG,,0.9,0.8,2457534.68527,6150793360041222144,20.343685,0.040389,20.19309,0.198713,19.529715,0.15939,0.663376,0.6061,0.5446,1.1128,-9.612,1.153,2.959,0.606,2.7712248901684,17202.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,-0.763485407337924,-0.0563206126381601,-0.643364609979525,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:49:34 UTC,EDR3 6150793360041222272,GALEX J121652.6-400234,21.1284,0.3395,20.2568,0.1703,TIC 998159325,10.058,1.004
b6bc7955-fa2e-5f7f-a9f0-8e5a3169eaac,279565,ASASSN-V J121755.93-682737.5,ASASSN-17ew,184.48304,-68.46042,299.85031,-5.78938,16.69,1.49,,UGSU,,0.88,0.84,2457984.47662,5856328340662932480,20.681723,0.009166,21.751198,0.202027,19.917278,0.064636,1.83392,0.2347,0.9439,0.2486,-2.471,2.113,0.027,1.142,3.01404563465847,3886.21826,J121757.61-682738.3,15.644,0.093,15.258,0.111,14.967,0.153,14.773,0.035,14.993,0.073,13.129,,9.774,,0.677,-0.22,3.355,,,,,,,,,,,,,0.359,-0.366020601575316,-0.0286974325610436,-0.930164166471085,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 17:16:45 UTC,EDR3 5856328340662932096,,,,,,TIC 959598159,2.471,1.007
26fffb6b-6c95-52dd-8926-8aacef63a511,602565,ASASSN-V J121810.63-421622.9,SSS 120223:121811-421622,184.54428,-42.27303,296.38565,20.17555,17.56,1.43,3.7958153,UG,,0.56,0.72,2457346.85953,6148125700019363840,20.762787,0.025169,21.210629,0.184094,19.835281,0.121309,1.375347,-0.6507,1.222,-0.5325,-10.089,0.72,-1.147,0.62,7.62539178216255,6311.7959,J121810.58-421623.2,,,,,,,17.946,0.211,16.776,0.255,13.025,,9.427,0.519,,1.17,3.598,,,,,,,,,,,,,0.138,-0.737621710628834,-0.058625711042852,-0.67266428328975,The ASAS-SN Catalog of Variable Stars: II,true,false,false,2019-04-16 09:55:43 UTC,2021-08-05 17:59:57 UTC,EDR3 6148125700019363328,,,,,,TIC 997942564,10.155,1.066
7d9108d5-c994-56b7-af13-7333de33112f,597189,ASASSN-V J121929.46+471522.8,SDSS J121929.46+471522.8,184.87275,47.25633,138.13084,68.918,17.25,0.87,,CV,,1.06,0.78,2457925.77259,1545014807135001088,17.528795,0.002953,17.683754,0.008759,17.245024,0.010217,0.43873,14.3784,0.0796,180.6062,-112.976,0.045,-3.334,0.07,7719.54825952478,69.4003525,J121929.37+471523.0,,,,,,,17.243,0.123,17.323,0.463,12.83,,8.971,,,-0.08,3.859,,,,,,,,,,,,,0.017,-0.676266590912229,-0.057652513734104,0.734397498413557,The ASAS-SN Catalog of Variable Stars: II,false,false,false,2019-04-16 09:55:44 UTC,2021-08-05 16:47:53 UTC,EDR3 1545014807135001088,,,,,,TIC 950364455,113.025,1.073
